timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2023-11-07T22:17:23.649946,18,0.4565782717296055,yolov5n,66.7,7,0.1927788257598877,1.9116876125335693,6.259372234344482,-0.4775546704019819
2023-11-07T22:17:23.860330,19,0.8790230453014374,yolov5n,64.8,2,0.17536091804504395,1.8470404148101807,6.469751596450806,0.015991315245628357
2023-11-07T22:17:24.048451,20,0.5154630641142527,yolov5n,51.0,3,0.1546022891998291,1.7516860961914062,6.657867670059204,-0.11811151603857678
2023-11-07T22:17:24.214828,21,0.6473084886868795,yolov5n,52.7,9,0.13920044898986816,1.6372015476226807,6.824248313903809,0.005053470532099424
2023-11-07T22:17:24.463481,22,0.5513225441629236,yolov5n,78.7,11,0.21852922439575195,1.6070466041564941,7.072834491729736,-0.027862029996785276
2023-11-07T22:17:20.357313,5,0.7162243872880936,yolov5n,89.3,4,0.15599846839904785,2.2382864952087402,2.96673846244812,-0.26103105396032333
2023-11-07T22:17:20.570344,6,0.4440637469291687,yolov5n,80.4,5,0.18110251426696777,2.1747822761535645,3.179762363433838,-0.6153592646121979
2023-11-07T22:17:20.827888,7,0.2754259705543518,yolov5n,82.8,1,0.22757220268249512,2.1353046894073486,3.437305212020874,-0.6799393594264984
2023-11-07T22:17:21.036786,8,0.656731386979421,yolov5n,73.8,3,0.18179821968078613,2.093559741973877,3.646207809448242,-0.21841417749722797
2023-11-07T22:17:21.191943,9,0.7300614714622498,yolov5n,53.8,1,0.13165640830993652,1.977797269821167,3.801365613937378,-0.12386789917945862
2023-11-07T22:17:28.000335,36,0.5060979425907135,yolov5n,86.7,4,0.4229316711425781,1.242919921875,10.60973858833313,0.13158901035785675
2023-11-07T22:17:28.265232,37,0.8121361136436462,yolov5n,80.5,2,0.2354872226715088,1.2646057605743408,10.874643325805664,0.2737651765346527
2023-11-07T22:17:28.520486,38,0.5158107578754425,yolov5n,73.4,11,0.2243657112121582,1.2894017696380615,11.129904985427856,0.11320449411869049
2023-11-07T22:17:28.766960,39,0,yolov5n,64.6,0,0.21480870246887207,1.286302089691162,11.376347064971924,-0.39315104484558105
2023-11-07T22:17:29.031150,40,0.7877646386623383,yolov5n,70.3,4,0.2350292205810547,1.2510261535644531,11.640449523925781,0.26836924254894257
2023-11-07T22:17:25.797768,28,0.8399900496006012,yolov5n,89.3,2,0.23964548110961914,1.2322297096252441,8.407162427902222,0.30388016998767853
2023-11-07T22:17:26.081042,29,0.9364840388298035,yolov5n,82.2,1,0.2526082992553711,1.2276153564453125,8.690447807312012,0.3544343411922455
2023-11-07T22:17:26.338561,30,0.5532386643545968,yolov5n,78.3,7,0.2268965244293213,1.2148303985595703,8.9479398727417,0.16920413289751324
2023-11-07T22:17:26.574200,31,0.4189228527247906,yolov5n,81.3,8,0.2082202434539795,1.1702020168304443,9.183598279953003,-0.12563958205282688
