timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2023-12-15T22:01:51.961111,6,0.8073054701089859,yolov5l,26.4,6,0.08223271369934082,4.945968389511108,5.426951885223389,-1.5693314597010612
2023-12-15T22:01:52.363442,7,0.6036772404028021,yolov5l,22.9,23,0.08401274681091309,5.010856628417969,5.829279899597168,-1.7035896940075834
2023-12-15T22:01:52.737263,8,0.6031288917248065,yolov5l,28.1,13,0.09304189682006836,5.066934585571289,6.203066349029541,-1.7319028469232411
2023-12-15T22:01:53.896704,11,0.6524147801101208,yolov5l,34.6,8,0.08914875984191895,5.214261531829834,7.3625452518463135,-1.7809233758598566
2023-12-15T22:01:54.293941,12,0.8006845712661743,yolov5l,29.5,5,0.08589744567871094,5.34063458442688,7.759780645370483,-1.7699750065803528
2023-12-15T22:01:54.651020,13,0.683086903558837,yolov5l,20.7,18,0.08629059791564941,5.388951301574707,8.116839408874512,-1.852932199007935
2023-12-15T22:01:57.263544,20,0.7825323432683945,yolov5l,22.9,10,0.0832216739654541,5.6525185108184814,10.72938060760498,-1.9349930837750435
2023-12-15T22:01:57.630789,21,0.6514949316070193,yolov5l,20.3,21,0.08498144149780273,5.663727760314941,11.096626043319702,-2.006116414353961
2023-12-15T22:01:58.050783,22,0.6959710248879024,yolov5l,35.0,7,0.0861046314239502,5.740479469299316,11.516622066497803,-2.022254222205707
2023-12-15T22:01:56.147017,17,0.6628387421369553,yolov5l,31.2,2,0.08858036994934082,5.572572231292725,9.6128568649292,-1.9548667445778847
2023-12-15T22:01:56.508741,18,0.6303547512401234,yolov5l,24.4,11,0.08328890800476074,5.58597207069397,9.974581003189087,-1.977808659726923
2023-12-15T22:01:56.905067,19,0.9087655544281006,yolov5l,33.8,6,0.08856058120727539,5.634450674057007,10.370890855789185,-1.8628425598144531
2023-12-15T22:01:55.038235,14,0.7424845993518829,yolov5l,34.4,10,0.08559322357177734,5.439858675003052,8.50407361984253,-1.8486870378255844
2023-12-15T22:01:55.419648,15,0.828482682054693,yolov5l,19.9,11,0.08249831199645996,5.5100297927856445,8.885489702224731,-1.8407735553654758
2023-12-15T22:01:55.766959,16,0.6878798305988312,yolov5l,25.5,9,0.08627080917358398,5.534474611282349,9.232797384262085,-1.9232973903417587
2023-12-15T22:01:58.424802,23,0.5648033837477366,yolov5l,20.3,15,0.08333826065063477,5.751633405685425,11.890642642974854,-2.093415010968844
2023-12-15T22:01:58.806645,24,0.6989160505208102,yolov5l,30.0,11,0.08954143524169922,5.798316717147827,12.272480964660645,-2.0497003333135084
2023-12-15T22:01:59.178161,25,0.7102220844138752,yolov5l,23.6,11,0.08512401580810547,5.806687831878662,12.643997430801392,-2.0482328737323936
2023-12-15T22:01:51.147836,4,0.6911953190962473,yolov5l,33.5,6,0.45407938957214355,4.713125705718994,4.613675594329834,-1.5109651933113735
2023-12-15T22:01:51.564137,5,0.7469994574785233,yolov5l,21.2,10,0.0853266716003418,4.84198784828186,5.029973030090332,-1.5474941954016685
2023-12-15T22:01:53.152306,9,0.5294471383094788,yolov5l,38.7,6,0.08464384078979492,5.146650552749634,6.618145942687988,-1.8086017072200775
2023-12-15T22:01:53.499603,10,0.7275109934179407,yolov5l,20.4,19,0.0841054916381836,5.198994159698486,6.965435743331909,-1.735741583140273
2023-12-15T22:01:49.966453,2,0.755367785692215,yolov5m,20.4,2,0.29002976417541504,4.081997394561768,3.4322919845581055,-1.1633148044347763
2023-12-15T22:01:50.355576,3,0.5799777643247084,yolov5m,20.7,11,0.07753109931945801,4.1946861743927,3.821413516998291,-1.307354205033996
