timestamp,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time,image_processing_time,absolute_time_from_start,utility
2023-11-01T19:46:11.847511,2,0.8913469711939493,yolov5m,72.7,3,1.0499789714813232,6.167208671569824,6.231297969818115,-2.1379308501879373
2023-11-01T19:46:16.977301,6,0.6176062166690827,yolov5m,85.5,5,1.2301099300384521,9.891649007797241,11.361083030700684,-4.137021395564079
2023-11-01T19:46:13.159150,3,0.8478405475616455,yolov5m,71.7,2,1.2823870182037354,7.132811784744263,7.542927980422974,-2.6424856185913086
2023-11-01T19:46:14.548464,4,0.954277515411377,yolov5m,69.2,1,1.3466947078704834,8.260447025299072,8.932246208190918,-3.1530847549438477
2023-11-01T19:46:15.718380,5,0.7140872776508331,yolov5m,77.1,8,1.1366596221923828,9.156233072280884,10.10215425491333,-3.7210728973150253
2023-11-01T19:46:18.996886,8,0.7025445103645325,yolov5m,74.3,4,0.9775760173797607,11.529805898666382,13.38063645362854,-4.913630694150925
2023-11-01T19:46:17.989118,7,0.4846580848097801,yolov5m,72.0,4,0.9765706062316895,10.74314284324646,12.37280535697937,-4.87924237921834
2023-11-01T19:46:10.761695,1,0.5463080523269517,yolov5m,49.4,28,5.127302885055542,5.366189479827881,5.14546275138855,-1.9099407137504647
2023-11-01T19:47:36.675734,32,0.6889232769608498,yolov5m,78.3,4,0.8253016471862793,82.56342196464539,91.05951762199402,-40.43724934384227
2023-11-01T19:47:43.785942,34,0.9391963879267374,yolov5m,92.7,3,1.2906532287597656,89.10188150405884,98.16972374916077,-43.58134255806605
2023-11-01T19:47:32.210334,30,0.6384385108947754,yolov5m,98.5,5,4.517153978347778,78.63952207565308,86.5937430858612,-38.50054178237915
2023-11-01T19:47:26.078464,28,0.8542202711105347,yolov5m,94.9,2,5.51142954826355,73.07037281990051,80.46221423149109,-35.60807627439499
2023-11-01T19:47:27.652388,29,0.8782550394535065,yolov5m,90.8,2,1.5238161087036133,74.35102224349976,82.03615617752075,-36.236383602023125
2023-11-01T19:47:35.816111,31,0.4881182610988617,yolov5m,97.7,14,3.4058175086975098,81.96780180931091,90.19987916946411,-40.489841774106026
2023-11-01T19:47:20.531779,27,0.7514902949333191,yolov5m,87.4,1,1.0316863059997559,67.79814052581787,74.91556596755981,-33.023325115442276
2023-11-01T19:47:42.456530,33,0.3912675645616319,yolov5m,98.8,9,5.748938322067261,88.06396722793579,96.84027886390686,-43.58634983168708
2023-11-01T19:47:44.859487,35,0,yolov5m,84.1,0,1.0393872261047363,89.91865658760071,99.24321675300598,-44.709328293800354
2023-11-01T19:46:33.583284,14,0.6289529502391815,yolov5m,96.8,4,2.5675485134124756,24.485629081726074,27.966811180114746,-11.428338065743446
2023-11-01T19:46:21.743800,10,0.7558842355554755,yolov5m,86.2,11,1.2311229705810547,13.786539077758789,16.127493858337402,-6.015327421101657
2023-11-01T19:46:30.987029,13,0.8015191555023193,yolov5m,95.6,2,1.755887508392334,22.164357900619507,25.370816707611084,-10.181419372558594
2023-11-01T19:46:20.470761,9,0.9406481385231018,yolov5m,88.5,1,1.4362635612487793,12.805163145065308,14.854428768157959,-5.432257503271103
2023-11-01T19:46:29.192294,12,0.5867839902639389,yolov5m,95.4,14,5.625424385070801,20.656972885131836,23.57603883743286,-9.535094447433949
2023-11-01T19:46:23.518849,11,0.9254152476787567,yolov5m,89.5,2,1.7395174503326416,15.286784172058105,17.902620315551758,-6.680684462189674
2023-11-01T19:46:38.283390,15,0.6362050712108612,yolov5m,98.2,15,4.575706720352173,28.906398057937622,32.66714906692505,-13.635096493363381
2023-11-01T19:46:47.480377,17,0.603458046913147,yolov5m,99.6,7,7.742392539978027,37.570526361465454,41.86392831802368,-17.983534157276154
2023-11-01T19:46:39.676931,16,0.7496953904628754,yolov5m,93.4,2,1.3653078079223633,30.036850929260254,34.06071853637695,-14.14357776939869
2023-11-01T19:47:16.146772,25,0.5870198011398315,yolov5m,94.9,1,3.9543230533599854,63.993191957473755,70.53034329414368,-31.20308607816696
2023-11-01T19:47:11.340516,23,0.3195346420009931,yolov5m,96.2,12,1.6864466667175293,59.75362682342529,65.7242784500122,-29.46704609071215
2023-11-01T19:47:19.468416,26,0.4769641697406769,yolov5m,96.0,5,3.225064754486084,67.01715016365051,73.85220265388489,-33.020092996954915
2023-11-01T19:47:09.578134,22,0.618058580160141,yolov5m,98.7,15,6.0656914710998535,58.27701711654663,63.96184015274048,-28.329479268193246
2023-11-01T19:47:12.149185,24,0.5538861900568008,yolov5m,76.0,12,0.7768573760986328,60.28029704093933,66.53296256065369,-29.363205425441265
2023-11-01T19:46:54.289880,18,0.6826683655381203,yolov5m,99.0,4,6.771801471710205,44.11054706573486,48.673617362976074,-21.21393935009837
2023-11-01T19:46:55.998962,19,0.9377361834049225,yolov5m,95.2,2,1.660390853881836,45.541932821273804,50.382692098617554,-21.80209831893444
2023-11-01T19:47:02.494031,20,0.7804427742958069,yolov5m,98.7,2,6.41020655632019,51.753077030181885,56.87780570983887,-24.98631712794304
2023-11-01T19:47:03.479440,21,0.6341702764232954,yolov5m,87.0,12,0.9489398002624512,52.46011829376221,57.863213300704956,-25.412974008669455
2023-11-01T19:47:51.076132,36,0.5922714829444885,yolov5m,98.0,5,6.187486410140991,95.86539459228516,105.45980405807495,-47.13656155467034
2023-11-01T19:47:53.029601,37,0.8802099823951721,yolov5m,95.4,5,1.914560079574585,97.58093571662903,107.41336035728455,-47.85036286711693
